id,name,artists,acousticness,valence,energy,danceability,instrumentalness,loudness,speechiness,tempo,popularity,pop_grade
6VqVieqjDEwS3mByMq4OzB,Cupid,['Sam Cooke'],0.484,0.831,0.478,0.474,0.0,-8.951,0.0343,120.326,50.0,1
5CKHhg31HcYYhwUeeGqvhq,I Wish I Knew How It Would Feel to Be Free,['Nina Simone'],0.745,0.6659999999999999,0.51,0.687,0.0,-8.501,0.076,122.253,65.0,2
4pW3aTX3kAmOaPJfc9UM12,Express Yourself,['Charles Wright & The Watts 103rd Street Rhythm Band'],0.48,0.882,0.6829999999999999,0.789,0.0,-8.835,0.086,92.311,60.0,2
1tYk5zABu6h8CMP1cSea56,Cry to Me,['Solomon Burke'],0.623,0.912,0.624,0.733,0.0,-9.849,0.0374,114.586,59.0,1
1kz3vwmLiBlW3A73exQSNx,You Really Got a Hold on Me,['Percy Sledge'],0.677,0.532,0.245,0.6759999999999999,0.0,-14.27,0.0299,86.338,56.0,1
5YI7v4VBa23fbEt9wuUmkg,Proud Mary,['Ike & Tina Turner'],0.495,0.754,0.396,0.611,1.4e-06,-13.741,0.178,99.71,49.0,1
2KklXplRtxMsBYo474Es0w,Be Mine,['Ofenbach'],0.194,0.507,0.6659999999999999,0.779,0.000556,-7.3610000000000015,0.0482,123.024,69.0,2
7yz6wjkAV0ZByLrlcrMkAx,Act Right (feat. Jeezy & YG),"['Yo Gotti', 'Jeezy', 'YG']",0.146,0.598,0.615,0.885,0.0,-6.714,0.123,97.999,52.0,1
646iHsrMsAeI48Z2qU8WKf,House Party (feat. Young Chris),"['Meek Mill', 'Young Chris']",0.105,0.591,0.902,0.4920000000000001,0.0,-2.715,0.308,161.219,49.0,1
5fIrBv7PrI2MBcktQOcmpI,Sympathy,['The Goo Goo Dolls'],0.25,0.569,0.631,0.546,0.0,-5.7570000000000014,0.0283,129.556,64.0,2
4WnYuVFXe6Si4fZqkxbnvS,Hold My Hand,['Hootie & The Blowfish'],0.208,0.495,0.769,0.22,0.0,-5.125,0.054,170.773,63.0,2
5tOjRq5shlEdm15nmJBq7Z,Out Of My Head,['Fastball'],0.412,0.461,0.6579999999999999,0.531,0.00272,-7.3820000000000014,0.0382,78.896,55.0,1
5fa6CrQwHwthEoCvTtd5Ig,Let Her Go,['Jasmine Thompson'],0.95,0.231,0.407,0.445,0.0,-6.882999999999999,0.0349,131.47899999999998,60.0,2
4Yb6G9OWgGBmfOpxcFxp6P,She Keeps Me Warm,['Mary Lambert'],0.193,0.343,0.519,0.5710000000000001,4.19e-05,-7.332999999999997,0.0358,144.596,50.0,1
0i0EezZjtGz0gsd8zBP7vR,Let's Make Love,"['Faith Hill', 'Tim McGraw']",0.342,0.158,0.459,0.362,0.0,-8.62,0.0274,147.063,51.0,1
3c6vdiLeV9DUbTMWk5H3se,Goodbye Girl,['David Gates'],0.605,0.243,0.255,0.467,0.00031,-15.963,0.0372,120.174,60.0,2
0iED9oTgJbZ7wuKBrZOjkl,Saving Amy,['Brantley Gilbert'],0.149,0.207,0.49,0.335,1.19e-06,-7.432,0.0296,129.879,45.0,1
2MedaqRcSsxA1hiiXGoK7s,Fall Into Me,['Brantley Gilbert'],0.0601,0.239,0.408,0.314,0.00421,-8.717,0.0283,138.917,48.0,1
7cHRys0Lhk9642dLaPUMkm,Soon It Will Be Cold Enough to Build Fires,['Emancipator'],0.8490000000000001,0.419,0.467,0.7070000000000001,0.685,-15.094,0.0488,94.417,51.0,1
4IUgpL0CgSiloUOHzgd6Qe,Start Shootin',['Little People'],0.16,0.396,0.8370000000000001,0.59,0.733,-10.138,0.0423,89.87100000000002,50.0,1
5cio8CvmB7nBA1OxiSYqrg,Midnight on the Run,['BoomBox'],0.0601,0.156,0.455,0.823,0.356,-9.245,0.0697,102.024,43.0,1
30u5328ERA8OFk3qrla5m2,Natural Cause,['Emancipator'],0.377,0.28,0.602,0.5529999999999999,0.7120000000000001,-8.51,0.0375,170.02,48.0,1
4aJnMRNeuDZSQN7FaSNGtM,How Did I Get Here,['ODESZA'],0.371,0.348,0.578,0.71,0.669,-6.205,0.0297,96.064,61.0,2
5yfHDmZHjMw2gLjbghG90V,Hot Hands,['Darius'],0.0498,0.35,0.5579999999999999,0.8490000000000001,0.00634,-9.23,0.0437,109.991,59.0,1
42JpcqbKr2Zq55hoixtq34,I Want You,['ODESZA'],0.479,0.274,0.652,0.565,0.922,-4.232,0.196,178.516,50.0,1
6b7z3keZ5gDJ2zBnyrke9P,Rose Quartz,['Toro y Moi'],0.075,0.416,0.482,0.752,0.6709999999999999,-12.355,0.0312,109.968,55.0,1
5MLLuLqPdUlx8bfKtdkLwO,The Best of My Love - 2013 Remaster,['Eagles'],0.7170000000000001,0.669,0.393,0.5589999999999999,0.0,-11.095,0.0237,90.105,60.0,2
09x9v1o51dbqi5H0u7UGfp,I Will - Remastered 2009,['The Beatles'],0.742,0.8320000000000001,0.387,0.631,0.000406,-11.529000000000002,0.0262,103.11,64.0,2
1XuccRABkfUVB4FjSVhjL1,Alone Again Or - 2015 Remaster,['Love'],0.664,0.226,0.303,0.318,0.000223,-15.572,0.0302,174.25400000000005,61.0,2
1ITQbrueGLl581a25XXm9c,Rocky Raccoon - Remastered 2009,['The Beatles'],0.333,0.648,0.363,0.599,0.0,-11.728,0.0315,79.456,57.0,1
2hdNya0b6Cc2YJ8IyaQIWp,Livin' Thing,['Electric Light Orchestra'],0.583,0.368,0.6509999999999999,0.5489999999999999,0.0,-7.097,0.0323,122.818,69.0,2
4IU1RL4BKvFyXtbTwaHAvW,Ventura Highway,"['America', 'George Martin']",0.223,0.818,0.581,0.6729999999999999,0.000206,-10.205,0.029,130.77100000000002,70.0,2
73bzcsDjx9FqzqKWcPLMiH,Stop Loving You,['TOTO'],0.234,0.596,0.649,0.555,0.0695,-13.345,0.0302,101.743,63.0,2
1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,['Nazareth'],0.00596,0.138,0.328,0.485,0.0032,-11.853,0.0254,79.766,58.0,1
6V50MyHPGhEmwYu0Wdyf0t,The Way It Is,"['Bruce Hornsby', 'The Range']",0.607,0.531,0.6890000000000001,0.5820000000000001,0.0571,-12.203,0.0277,111.166,70.0,2
6DfvtrAhkXb6ruEaTGdA8r,Walk On The Ocean,['Toad The Wet Sprocket'],0.288,0.336,0.552,0.387,3.72e-06,-7.086,0.0297,183.171,47.0,1
1kMOJBmpfWD9fir6st9uqS,Without You,['Mariah Carey'],0.3229999999999999,0.147,0.526,0.5760000000000001,2.01e-06,-8.524,0.0325,122.06,70.0,2
3yUcJwYu7fXAfqMj9krY6l,Thank You,['Dido'],0.3,0.765,0.583,0.725,0.000215,-9.942,0.0424,79.984,70.0,2
3PSMcb1gU5A8DveqU2K4z2,Slow Dancing in a Burning Room - Acoustic,['John Mayer'],0.835,0.378,0.313,0.611,0.000315,-10.242,0.0339,134.858,55.0,1
2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,['Ed Sheeran'],0.251,0.895,0.4920000000000001,0.838,0.0,-5.69,0.038,115.092,69.0,2
0APt4t1Dab58sYmGQ4jgij,Where You Lead,['Carole King'],0.763,0.931,0.459,0.784,1.28e-06,-10.446,0.0304,106.957,64.0,2
5dXED6MP1v1qghkaniirb1,You Can Do Magic,['America'],0.29,0.936,0.568,0.8590000000000001,0.0,-12.515999999999998,0.0387,129.72,60.0,2
7oBazz4xCO7Ul3MJHhKy0Q,Jesus Doesn't Want Me For A Sunbeam,['Nirvana'],0.0638,0.295,0.6409999999999999,0.51,3.65e-06,-10.312,0.0812,113.646,58.0,1
2smax1OWAxOo63p14G8KZx,Plateau,['Nirvana'],0.49,0.327,0.501,0.45,2.51e-05,-12.611,0.0712,84.84100000000002,59.0,1
2vfCSwToh0Am0O4zgHXfn7,Oh Me,['Nirvana'],0.726,0.262,0.51,0.5379999999999999,0.0187,-13.192,0.102,72.471,60.0,2
4l012k8ZcAdVbUvZ4kae5Q,Stay Away,['Nirvana'],5.39e-06,0.205,0.981,0.3670000000000001,0.0461,-5.1,0.128,165.21,56.0,1
2NPHU2WJaI3rrtCNNuQ8L1,Raise Hell,['Dorothy'],0.0224,0.716,0.693,0.547,0.0,-6.404,0.0264,79.96300000000002,63.0,2
1KgZOCjN3nGRTk3c87oIj6,What We Live For,['American Authors'],0.0503,0.616,0.885,0.6859999999999999,0.0,-4.754,0.0377,120.066,55.0,1
5w6B0sAH7XauCvMOAtplQj,Fire,['Barns Courtney'],0.21,0.392,0.64,0.5479999999999999,0.000328,-6.285,0.0306,108.326,64.0,2
5R6bRLwPyEj7LLMSJW766C,Girls Just Wanna Have Fun,['Miley Cyrus'],0.00504,0.376,0.984,0.515,1.38e-06,-4.218,0.219,150.00799999999995,49.0,1
4cIedAXi7s8BYl4eRjC3Bc,Juliet - Single Edit,['LMNT'],0.011,0.81,0.964,0.605,0.0,-1.581,0.0643,99.071,51.0,1
6vkkluJq72ahHSZNe3ZAiL,Reach - Radio Edit,['S Club 7'],0.00942,0.7859999999999999,0.7859999999999999,0.594,2.85e-06,-6.968,0.035,167.16,44.0,1
5FxVTEpoBress37MmlMhbZ,By Design,"['Kid Cudi', 'Andre Benjamin']",0.0559,0.415,0.85,0.7559999999999999,0.0008089999999999,-5.885,0.0538,100.005,60.0,2
16dXg2YuFOxwDC3cTf5jde,Conscience (feat. Future),"['Kodak Black', 'Future']",0.047,0.132,0.693,0.6659999999999999,0.0,-3.638,0.199,159.972,54.0,1
2GtaNlidzvK3hY78kCdsHa,Marijuana,['Kid Cudi'],0.8290000000000001,0.54,0.403,0.6729999999999999,0.8290000000000001,-9.809,0.0273,140.986,63.0,2
4lH6nENd1y81jp7Yt9lTBX,Solo,['Future'],0.0538,0.0894,0.486,0.784,0.4970000000000001,-6.497000000000001,0.0475,110.964,58.0,1
701DK0It9f7iurRnzKvF0y,Helpless,['John Mayer'],0.151,0.937,0.598,0.7609999999999999,0.00259,-5.837999999999999,0.0268,103.978,60.0,2
1LM6t24SjQr2bJHqeGIR4U,Still Feel Like Your Man,['John Mayer'],0.547,0.513,0.6,0.858,0.00113,-6.6770000000000005,0.063,106.023,64.0,2
51lPx6ZCSalL2kvSrDUyJc,You're Gonna Live Forever in Me,['John Mayer'],0.983,0.32,0.131,0.5379999999999999,0.00522,-14.104,0.0316,136.149,64.0,2
6Vecwo7AHst9V2CE3kmwr0,No Such Thing,['John Mayer'],0.0383,0.5710000000000001,0.7390000000000001,0.6679999999999999,0.0,-4.919,0.0308,131.918,65.0,2
1VMdwVq0yaTc4DeqSCi7DO,White,"['Frank Ocean', 'John Mayer']",0.758,0.294,0.0664,0.608,0.945,-18.857,0.0596,139.232,57.0,1
3jFP1e8IUpD9QbltEI1Hcg,My Stupid Mouth,['John Mayer'],0.0143,0.49,0.603,0.608,1.22e-05,-6.7920000000000025,0.0271,88.824,57.0,1
50DMG6AvtNzbrxMc62w6ph,Bold as Love,['John Mayer'],0.0993,0.397,0.591,0.439,0.00225,-6.407,0.0419,125.893,54.0,1
7Kohy4v3KLWfUXlv9N3feB,Neon,['John Mayer'],0.0181,0.589,0.77,0.6990000000000001,0.000138,-7.657999999999999,0.036,101.984,60.0,2
35LDid9nvuYrUyZk5qGD0i,Belief,['John Mayer'],0.033,0.84,0.7340000000000001,0.664,0.0404,-8.024,0.0343,101.348,56.0,1
3brCbW1KbGBUvMsqUhHQEy,Back to You,['John Mayer'],0.00698,0.521,0.835,0.5710000000000001,3.05e-05,-5.574,0.0327,101.94,56.0,1
3W93koK957HaoaNHyA3dTm,St. Patrick's Day,['John Mayer'],0.0502,0.127,0.439,0.597,0.000129,-7.126,0.0258,127.89,49.0,1
26PnyFUmYdeRG7nQrsTpHc,Comfortable - EP Version,['John Mayer'],0.8059999999999999,0.114,0.129,0.328,3.61e-06,-13.523,0.0286,84.73,53.0,1
5O3fUsQQBFxW8SH1kHthDH,City Love,['John Mayer'],0.00576,0.411,0.5479999999999999,0.6509999999999999,5.58e-05,-6.0360000000000005,0.0304,67.604,48.0,1
2hv6VI0I0BZDY15qsPOrjW,No Such Thing - Demo Version,['John Mayer'],0.785,0.494,0.411,0.642,0.00384,-9.484,0.0283,129.14600000000002,50.0,1
0seE1aF8gzSPH79Dcvcbw2,83,['John Mayer'],0.0677,0.6990000000000001,0.838,0.7040000000000001,0.00669,-5.744,0.0289,121.972,47.0,1
2L4no3iw54gGX1ZwCNfYSL,Love Song for No One,['John Mayer'],0.0352,0.4320000000000001,0.755,0.528,0.0,-4.671,0.0311,144.024,47.0,1
24QhGejjYWG2CfbHRGLmEr,Not Myself,['John Mayer'],0.0274,0.226,0.49,0.539,0.0166,-7.257999999999999,0.0234,89.991,46.0,1
2MCBSxOnkMcVkbaLplGYjX,Great Indoors,['John Mayer'],0.0157,0.48,0.617,0.591,4.35e-05,-7.495,0.0259,109.956,44.0,1
25ueyWzih8QBtf7EzHc3aW,Neon - EP Version,['John Mayer'],0.833,0.8140000000000001,0.379,0.5920000000000001,0.000225,-12.347,0.0503,109.082,40.0,1
2Sdkwd9ptjUCcYR9uPECmx,Quiet - EP Version,['John Mayer'],0.775,0.126,0.0695,0.557,8.92e-05,-14.11,0.0383,103.23,50.0,1
5KsLlcmWDoHUoJFzRw14wD,Rosie,['John Mayer'],0.489,0.759,0.465,0.758,5.21e-05,-6.5470000000000015,0.0374,138.90200000000002,62.0,2
6ycYqFnXnjMOwMvEMbEpUk,Blow a Bag,['Future'],0.218,0.15,0.607,0.7929999999999999,4.95e-06,-6.488,0.0819999999999999,140.99200000000005,54.0,1
3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,['Mary J. Blige'],0.132,0.969,0.551,0.911,4.120000000000001e-05,-3.75,0.0449,92.887,71.0,2
72avsxSbeLvFhoeqgEqnDb,I'll Be Home for Christmas,['Dolly Parton'],0.418,0.274,0.294,0.431,9.49e-05,-12.019,0.0267,97.983,38.0,0
4ricyQVd20UQde1jpXCSuJ,Winter Wonderland,['Tony Bennett'],0.833,0.629,0.366,0.452,0.0,-14.152,0.0415,114.993,71.0,2
6JzICCKjjIzQ5M2YqzLhWF,Winter Wonderland,['Dean Martin'],0.905,0.458,0.245,0.447,3.07e-05,-14.733,0.0349,129.415,48.0,1
0la64DF1pXfSU0Ff6EH8Cr,All I Want for Christmas Is a Real Good Tan,['Kenny Chesney'],0.569,0.728,0.394,0.73,0.0,-11.818,0.0263,103.002,49.0,1
5snVLlkq2g6xMRGWJNgupo,Have Yourself a Merry Little Christmas,['Dan + Shay'],0.777,0.166,0.347,0.153,1.24e-05,-6.981,0.031,76.007,50.0,1
0ehRgzGf5GxSr4eP427lXB,Jingle Bell Rock,['Blake Shelton'],0.122,0.595,0.736,0.65,0.0,-5.222,0.0378,129.941,49.0,1
3rouxZHG0bJp9WKGOlFg2Z,Christmas in Dixie,['Alabama'],0.51,0.423,0.34,0.429,9.74e-05,-9.601,0.0287,174.782,48.0,1
4DphT1rljbJjbK9WdrR1zI,Christmas Time Is Here - Instrumental,['Vince Guaraldi Trio'],0.966,0.0865,0.116,0.419,0.648,-18.397,0.0331,74.634,60.0,2
5ymVfeMK8cDew5vzntTuc7,Sleigh Ride,['Andy Williams'],0.7240000000000001,0.805,0.634,0.5710000000000001,0.0,-9.155,0.0537,109.575,66.0,2
4m4jcdYw18KGodeRCh1KFY,The Christmas Song (Chestnuts Roasting On an Open Fire),['Andy Williams'],0.871,0.184,0.301,0.265,0.0,-11.589,0.0313,136.42600000000002,45.0,1
5abWgHuKdRhWotjDxhvj5k,White Christmas,['Andy Williams'],0.898,0.13,0.248,0.281,0.00675,-14.578,0.0282,92.375,42.0,1
5wbQ6oZjDZO9xREdXA0CZw,A Song and a Christmas Tree (The Twelve Days of Christmas),['Andy Williams'],0.861,0.7070000000000001,0.4320000000000001,0.725,0.0,-11.923,0.0422,114.081,42.0,1
6ES0wuMhAYP03c0DRcI06e,Kay Thompson's Jingle Bells,['Andy Williams'],0.7929999999999999,0.893,0.636,0.481,0.0,-8.907,0.0498,149.644,39.0,0
1DvjCIefxg1YsdG3ETROph,The First Noël,['Andy Williams'],0.915,0.352,0.233,0.23,0.0,-10.745,0.0286,80.73,51.0,1
2Lk1mO78gqC0CxlNkldTWh,O Holy Night,['Andy Williams'],0.943,0.147,0.168,0.205,0.0,-12.561,0.0313,83.13799999999998,42.0,1
7BMumfQClxduJQpuku2ZVn,Away in a Manger,['Andy Williams'],0.8759999999999999,0.349,0.17,0.166,0.0,-13.16,0.0304,83.382,38.0,0
7eIblxbN3QfRIpemPt1tpu,Sweet Little Jesus Boy,['Andy Williams'],0.912,0.0643,0.1,0.181,0.0,-14.597,0.0331,84.596,38.0,0
1SkCx8w8y7TWVakdm2tV5m,The Little Drummer Boy,['Andy Williams'],0.782,0.53,0.361,0.698,1.43e-06,-12.782,0.0276,75.619,39.0,0
3TsoMWVVcbs1mKHBiW5aWz,"Silent Night, Holy Night",['Andy Williams'],0.922,0.181,0.153,0.204,0.000572,-16.067999999999998,0.0336,89.405,41.0,1
7K3i0GUuw4tdIy2BtXVqtW,I'll Be Home For Christmas,['Rascal Flatts'],0.909,0.139,0.122,0.303,0.0,-9.74,0.0318,166.544,49.0,1
4LUAIXN6bpnEVaJZOLfuDt,Here We Come a-Caroling / We Wish You a Merry Christmas,['Perry Como'],0.978,0.7070000000000001,0.166,0.5710000000000001,0.0,-16.883,0.0471,93.914,48.0,1
78MAFESapdJfHRXMzXfWjy,I've Got My Love To Keep Me Warm,['Dean Martin'],0.745,0.684,0.173,0.53,0.0,-14.389,0.0348,139.816,51.0,1
6sD4kdTvVi9H8TMRo1v20t,Christmas Island,['Jimmy Buffett'],0.895,0.499,0.341,0.6779999999999999,0.0,-10.836,0.0333,110.513,37.0,0
0YJ7VvNTbPGRSZjFeUCdxr,Christmas Wrapping (Single Edit),['The Waitresses'],0.00585,0.746,0.878,0.525,0.000245,-6.595,0.129,115.291,37.0,0
6Z5k18VPZu4b1IaIQmbecn,La Ultima Sombra,['Gerardo Ortiz'],0.522,0.939,0.894,0.6779999999999999,0.0,-2.093,0.0537,115.13,57.0,1
2h3Wy9FcPrp3q8QRvRP6zj,Tomen Nota,"['Adriel Favela', 'Los Del Arroyo']",0.495,0.952,0.735,0.748,0.0,-4.782,0.038,106.942,59.0,1
7kyK2NSDfRE1612vdYuqIx,Javier El De Los Llanos,['Calibre 50'],0.464,0.933,0.6579999999999999,0.7829999999999999,0.0,-5.412999999999999,0.0434,105.011,65.0,2
7wJlEfqBaKiHFU9FFODAne,Mañana Voy A Conquistarla,['Gerardo Ortiz'],0.269,0.597,0.748,0.54,0.0,-5.222,0.0945,82.397,59.0,1
5I0SHuT00cgXe7F2MUzEyH,En Preparacion,['Gerardo Ortiz'],0.536,0.962,0.87,0.732,0.0,-2.252,0.0595,118.034,58.0,1
4doAczw4VqEa9qJu1M8Ou5,Empujando la Línea,['Régulo Caro'],0.1689999999999999,0.92,0.9,0.74,0.0,-4.521,0.0576,109.942,57.0,1
3WW63E8a8JLIAHMiatELLb,El Comando del Diablo,"['Noel Torres', 'Gerardo Ortiz']",0.527,0.914,0.742,0.813,0.0,-3.959,0.0838,106.027,56.0,1
0KHDthR0XvPoeJaqBc7Sg5,Ya Te Perdí La Fe,['La Arrolladora Banda El Limón De Rene Camacho'],0.722,0.97,0.512,0.757,1.23e-06,-6.249,0.0516,149.888,69.0,2
0M6ubxqeWNNB6RgeobpaV2,El Hombre Del Equipo,['Grupo Maximo Grado'],0.461,0.845,0.759,0.812,1.97e-05,-5.6,0.0501,121.503,61.0,2
1JU9KfQidaLyx80ixZr66t,Qué Caro Estoy Pagando,['Los Plebes del Rancho de Ariel Camacho'],0.6890000000000001,0.787,0.52,0.599,6.17e-06,-4.7810000000000015,0.0315,150.172,64.0,2
3WuB33T1tOMAXHZDPswaSR,Te Quiero A Morir,['Banda El Recodo'],0.384,0.963,0.495,0.7609999999999999,0.0,-4.751,0.0328,114.999,51.0,1
6CmFzaTvg7lRSAWwHmBDfj,Amor Del Bueno,['Calibre 50'],0.504,0.8290000000000001,0.609,0.711,0.0,-4.488,0.0348,138.10399999999998,63.0,2
19PIq4WexQkhQfOUWNV1bl,El Señor de los Cielos,['Ariel Camacho y Los Plebes Del Rancho'],0.742,0.918,0.677,0.684,2.26e-06,-3.168,0.042,109.787,54.0,1
0lQw1AoV5ZUAatpZN0Lrl5,Me Gusta Todo De Ti,['Banda El Recodo'],0.5379999999999999,0.866,0.684,0.626,0.00016,-2.71,0.0329,154.202,58.0,1
588ROs3NuPqlPSYpIuitKS,Mi Pasado y Mi Presente,['Traviezoz de la Zierra'],0.494,0.889,0.555,0.7959999999999999,0.0,-7.295,0.0583,114.855,68.0,2
55gDXEcj1heJNWZU2Ah5HH,DEL Negociante,['Los Plebes del Rancho de Ariel Camacho'],0.72,0.779,0.5770000000000001,0.7,0.0,-5.327999999999999,0.03,104.872,64.0,2
5CjrMbWa5HP0cY3sT28RDi,Yo Quisiera Entrar,['Ariel Camacho y Los Plebes Del Rancho'],0.353,0.597,0.618,0.534,0.0,-4.56,0.0333,150.267,58.0,1
27au5ylh2e2mQDNi54y2fi,El Rey de Corazones,['Ariel Camacho y Los Plebes Del Rancho'],0.79,0.85,0.48,0.6459999999999999,0.000444,-5.13,0.0426,160.273,53.0,1
0sfs8U4743dBlUKKxN7pye,Mi Olvido,['Banda MS de Sergio Lizárraga'],0.331,0.777,0.45,0.802,0.0017,-4.893,0.0316,125.985,66.0,2
5GF1ljm1AWf6RQs9bQkZPR,No Me Pidas Perdón,['Banda MS de Sergio Lizárraga'],0.619,0.573,0.522,0.715,2.3e-06,-3.936,0.0291,125.008,68.0,2
1QWmKmqhv5zcsS3v45FNl0,Cold,['Post Malone'],0.647,0.259,0.5720000000000001,0.67,4.72e-06,-7.312,0.0415,132.98,62.0,2
3kgqHVqfiabABjaFi9Tnhn,Live For,"['The Weeknd', 'Drake']",0.517,0.227,0.68,0.626,0.0,-7.64,0.112,75.97800000000002,60.0,2
1YmT3bHeND3IQQ1WLH03jQ,Holdin' Her,['Chris Janson'],0.426,0.387,0.574,0.3,2.27e-05,-5.126,0.0316,95.712,50.0,1
16DRIwIBIgZdAgpp0vLh5q,When I Pray for You,['Dan + Shay'],0.054,0.354,0.7809999999999999,0.382,0.0,-4.243,0.0433,163.815,55.0,1
3EcFVfHd0XJdr0M33uVZco,I Heard Goodbye,['Dan + Shay'],0.718,0.272,0.386,0.474,0.0,-7.923999999999999,0.0297,138.02200000000002,52.0,1
1kFZQBIMd4RGiY4DhTtWXX,First Time Feeling,['Dan + Shay'],0.309,0.304,0.639,0.514,0.0,-6.064,0.0271,140.047,49.0,1
5zXPsVuwJ4vLBcxAWzrnD6,What You Do to Me,['Dan + Shay'],0.547,0.628,0.8390000000000001,0.628,0.0,-4.817,0.0384,131.994,49.0,1
5nWgEBtaRwVrCMjer1RtLm,These Days,['Rascal Flatts'],0.31,0.319,0.778,0.5870000000000001,0.0,-4.2330000000000005,0.0343,81.943,52.0,1
4RBmXmZKf76IyNiPzebI55,Obsessed,['Dan + Shay'],0.379,0.8140000000000001,0.574,0.563,4.66e-05,-6.354,0.0286,171.90099999999995,54.0,1
5xdFitc41cUXrRtR5dzwg5,Can't Say No,['Dan + Shay'],0.46,0.679,0.43,0.742,0.0,-11.373,0.0267,101.982,51.0,1
2TAcwD5KcV9uY3O1tLGV15,Are You Gonna Kiss Me Or Not,['Thompson Square'],0.039,0.613,0.701,0.485,0.0,-3.807,0.0288,151.94799999999995,64.0,2
0SCtEUwSkgavjuzebBznX5,Don't Forget to Remember Me,['Carrie Underwood'],0.564,0.331,0.608,0.434,0.0,-4.2810000000000015,0.0311,78.60600000000002,49.0,1
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,['Toby Keith'],0.266,0.6459999999999999,0.87,0.68,0.0,-4.461,0.0393,119.075,68.0,2
7jkWXm5j2er2KfsCRPwWfy,Easy,"['Rascal Flatts', 'Natasha Bedingfield']",0.128,0.425,0.594,0.343,0.0,-4.876,0.0344,120.998,53.0,1
120w1eBYfiYrSXtegu6uEb,Best I Ever Had,['Gary Allan'],0.00254,0.214,0.59,0.273,1.07e-06,-4.997,0.0295,174.863,52.0,1
6PsISpFaCEKwysPfwO9SfC,Cute Without The 'E' (Cut From The Team),['Taking Back Sunday'],0.0394,0.514,0.8590000000000001,0.402,0.0,-4.41,0.0466,95.31,67.0,2
3m1OyPw3fzMPAwDMcYcM6Z,This Photograph Is Proof (I Know You Know),['Taking Back Sunday'],0.00139,0.522,0.855,0.536,0.0,-5.269,0.144,157.942,50.0,1
4sPJgy0CksvmXp9jC0W4gv,Anthem of Our Dying Day,['Story Of The Year'],0.0211,0.357,0.8,0.388,0.0,-6.33,0.0783,194.74400000000003,55.0,1
6QfnvcOKsdN4Q6exUWVuzn,Ohio Is for Lovers,['Hawthorne Heights'],0.0411,0.625,0.835,0.568,0.0,-6.896,0.0687,170.045,65.0,2
3kj21bGH2CrtMmoOpFvL34,You're So Last Summer,['Taking Back Sunday'],0.0106,0.65,0.735,0.473,0.0,-6.131,0.0498,77.273,58.0,1
44M12pkcMqqdbNNooHCZ6C,Come And Get It,['I Prevail'],0.000133,0.383,0.987,0.5670000000000001,2.380000000000001e-05,-4.069,0.0765,107.974,62.0,2
6c9xVWbPeVPgrmWTYYeMTr,Alone,['I Prevail'],0.00324,0.287,0.746,0.539,5.08e-06,-5.242000000000001,0.036,118.994,60.0,2
4Qt5o43KerMzgh0PNPm6Q1,My Heart I Surrender,['I Prevail'],0.8190000000000001,0.361,0.579,0.565,0.0,-6.627000000000002,0.0276,133.08,58.0,1
3MhdH8PxqH1FuQp3HBptUI,I'm Still in Love with You (feat. Sasha),"['Sean Paul', 'Sasha', 'Jeremy Harding', 'Murray Elias']",0.102,0.7559999999999999,0.6659999999999999,0.765,0.0,-5.384,0.172,87.00200000000002,69.0,2
5OGkKx8jP0A5KSULEc6XYZ,Realize,['Colbie Caillat'],0.13,0.192,0.594,0.693,0.0,-6.408,0.0325,123.932,59.0,1
49rpdsNYJirTTf6p6mMvag,Angel With A Shotgun,['The Cab'],0.00549,0.402,0.8370000000000001,0.546,0.0,-5.13,0.0519,124.007,66.0,2
55fg1bDXyNUsY2KaSMNFpA,Open Your Eyes,['Snow Patrol'],0.000762,0.046,0.7979999999999999,0.518,0.000863,-6.386,0.0307,130.972,62.0,2
5vuJuBqwzHJgCA1ysRfwxZ,good kid,['Kendrick Lamar'],0.0623,0.41,0.831,0.451,0.0,-8.641,0.307,176.162,55.0,1
4T10Ts9Btb1QL89cAO3pq6,I Wanna Benz,"['YG', 'Nipsey Hussle', '50 Cent']",0.00644,0.361,0.623,0.8240000000000001,0.0,-7.883999999999999,0.303,93.011,56.0,1
6k0DJqW2v2e4809Z1zN0YU,FDT,"['YG', 'Nipsey Hussle']",0.172,0.146,0.51,0.8,0.0,-7.2010000000000005,0.4970000000000001,96.69,68.0,2
3u6uUpi5kvtGqYZjQFgDH8,I'm a Real 1,['YG'],0.0673,0.53,0.486,0.813,0.0,-10.617,0.161,97.014,54.0,1
4ks6j7JsfJorc1tb4THJo8,Don't Let Me Down,['Conor Maynard'],0.913,0.209,0.37,0.446,0.0,-8.447000000000001,0.0464,108.58,66.0,2
0na8x6EOqjHsGABdB90TIC,Hold Tight,['Justin Bieber'],0.287,0.491,0.608,0.456,0.0,-5.815,0.328,58.875,48.0,1
6gS6XQ4OqMddkgzHNz40E5,Whiskey River,['Willie Nelson'],0.363,0.853,0.574,0.581,0.000902,-9.298,0.0405,76.915,59.0,1
36Ew5C2l5r1GAZifRhp4YG,King Of The Road - Re-Recorded In Stereo,['Roger Miller'],0.51,0.6990000000000001,0.204,0.731,2.02e-05,-18.934,0.0727,121.817,47.0,1
